Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk
10028,5/29/2015 8:54,First Class,2,1,Late delivery,1
9998,5/30/2015 22:23,Standard Class,4,4,Shipping on time,0
9952,5/28/2015 6:16,First Class,2,1,Late delivery,1
9827,5/26/2015 10:29,First Class,2,1,Late delivery,1
9471,5/21/2015 5:45,Second Class,2,2,Shipping on time,0
9321,5/19/2015 1:12,Second Class,2,2,Shipping on time,0
9210,5/21/2015 10:19,Standard Class,6,4,Shipping canceled,0
9161,5/16/2015 17:09,Standard Class,2,4,Advance shipping,0
9134,5/19/2015 7:41,Standard Class,5,4,Late delivery,1
8866,5/12/2015 9:48,Standard Class,2,4,Advance shipping,0
8683,5/11/2015 17:41,Standard Class,4,4,Shipping canceled,0
8495,5/10/2015 23:49,Standard Class,6,4,Late delivery,1
8361,5/5/2015 0:52,Second Class,2,2,Shipping on time,0
8285,5/7/2015 22:15,Standard Class,6,4,Late delivery,1
7924,4/28/2015 15:46,First Class,2,1,Late delivery,1
7829,4/25/2015 18:29,Same Day,0,0,Shipping on time,0
7595,4/23/2015 20:30,First Class,2,1,Late delivery,1
7045,4/19/2015 19:49,Standard Class,6,4,Late delivery,1
6879,4/16/2015 9:40,Standard Class,5,4,Late delivery,1
6615,4/13/2015 13:10,Standard Class,6,4,Late delivery,1
6332,4/6/2015 10:01,Standard Class,3,4,Advance shipping,0
6327,4/6/2015 8:16,Standard Class,3,4,Advance shipping,0
5934,4/2/2015 14:35,Standard Class,5,4,Shipping canceled,0
5901,3/30/2015 3:01,Standard Class,2,4,Advance shipping,0
5754,3/30/2015 23:31,Second Class,5,2,Late delivery,1
5748,3/27/2015 21:25,First Class,2,1,Shipping canceled,0
5713,3/29/2015 9:10,Standard Class,4,4,Shipping on time,0
5572,3/25/2015 7:46,First Class,2,1,Late delivery,1
4927,3/16/2015 21:47,Standard Class,3,4,Advance shipping,0
4819,3/14/2015 7:57,First Class,2,1,Late delivery,1
3486,2/22/2015 20:57,Standard Class,2,4,Advance shipping,0
2259,2/4/2015 23:04,First Class,2,1,Late delivery,1
2077,2/3/2015 7:18,Second Class,3,2,Late delivery,1
1993,2/1/2015 1:53,First Class,2,1,Late delivery,1
1628,1/28/2015 18:00,Standard Class,4,4,Shipping on time,0
1614,1/29/2015 13:06,Standard Class,5,4,Late delivery,1
1593,1/28/2015 5:44,Standard Class,4,4,Shipping canceled,0
1084,1/21/2015 19:25,Standard Class,5,4,Late delivery,1
1010,1/21/2015 17:29,Standard Class,6,4,Late delivery,1
904,1/19/2015 4:21,Standard Class,5,4,Late delivery,1
810,1/18/2015 19:25,Standard Class,6,4,Late delivery,1
808,1/16/2015 18:43,Standard Class,4,4,Shipping on time,0
708,1/15/2015 7:41,Standard Class,4,4,Shipping on time,0
686,1/12/2015 23:59,First Class,2,1,Late delivery,1
297,1/8/2015 7:42,Standard Class,3,4,Advance shipping,0
262,1/7/2015 19:26,Standard Class,3,4,Advance shipping,0
184,1/8/2015 16:06,Standard Class,5,4,Late delivery,1
12,1/4/2015 3:51,Standard Class,3,4,Advance shipping,0
68612,10/1/2017 13:29,Standard Class,3,4,Advance shipping,0
68557,9/30/2017 18:13,Standard Class,3,4,Shipping canceled,0
68533,9/29/2017 9:48,First Class,2,1,Late delivery,1
68522,9/30/2017 5:57,Standard Class,3,4,Shipping canceled,0
68519,10/2/2017 4:54,Standard Class,5,4,Late delivery,1
68377,9/28/2017 3:09,Standard Class,3,4,Advance shipping,0
68363,9/28/2017 22:15,Standard Class,4,4,Shipping on time,0
68357,9/27/2017 20:09,Second Class,3,2,Late delivery,1
68319,9/26/2017 6:50,First Class,2,1,Late delivery,1
68233,9/27/2017 0:42,Second Class,4,2,Late delivery,1
68195,9/28/2017 11:23,Standard Class,6,4,Late delivery,1
67949,9/23/2017 21:12,Second Class,5,2,Late delivery,1
67913,9/20/2017 8:35,First Class,2,1,Late delivery,1
67889,9/23/2017 0:11,Standard Class,5,4,Late delivery,1
67794,9/18/2017 14:54,First Class,2,1,Late delivery,1
67736,9/17/2017 18:35,Standard Class,2,4,Advance shipping,0
67715,9/17/2017 11:13,First Class,2,1,Late delivery,1
67695,9/21/2017 4:13,Standard Class,6,4,Late delivery,1
67692,9/18/2017 3:10,Standard Class,3,4,Advance shipping,0
67691,9/17/2017 2:49,Standard Class,2,4,Advance shipping,0
67689,9/20/2017 2:07,Second Class,5,2,Late delivery,1
67587,9/16/2017 14:23,Standard Class,3,4,Advance shipping,0
67526,9/14/2017 17:00,Standard Class,2,4,Advance shipping,0
67449,9/16/2017 14:02,Standard Class,5,4,Late delivery,1
57596,4/22/2017 18:05,Standard Class,2,4,Advance shipping,0
57261,4/17/2017 20:43,Standard Class,2,4,Advance shipping,0
57172,4/17/2017 13:32,Standard Class,3,4,Advance shipping,0
57129,4/18/2017 22:28,Standard Class,5,4,Late delivery,1
56981,4/13/2017 18:37,Standard Class,2,4,Advance shipping,0
56653,4/10/2017 23:43,Standard Class,4,4,Shipping on time,0
56580,4/11/2017 22:08,Standard Class,6,4,Late delivery,1
55632,3/26/2017 2:01,Standard Class,3,4,Advance shipping,0
55210,3/22/2017 22:10,Standard Class,6,4,Late delivery,1
55133,3/19/2017 19:11,Standard Class,4,4,Shipping on time,0
54907,3/14/2017 12:01,First Class,2,1,Late delivery,1
54709,3/14/2017 14:38,Second Class,5,2,Late delivery,1
54375,3/10/2017 17:38,Standard Class,6,4,Late delivery,1
54362,3/6/2017 13:04,First Class,2,1,Late delivery,1
54120,3/1/2017 12:17,Same Day,0,0,Shipping on time,0
54005,3/5/2017 8:00,Standard Class,6,4,Late delivery,1
53845,3/2/2017 23:57,Second Class,6,2,Late delivery,1
53003,2/16/2017 16:57,Second Class,4,2,Late delivery,1
52829,2/15/2017 4:00,Second Class,5,2,Late delivery,1
52683,2/12/2017 0:51,Standard Class,4,4,Shipping on time,0
52575,2/12/2017 11:00,Second Class,6,2,Late delivery,1
52550,2/12/2017 2:15,Standard Class,6,4,Late delivery,1
52359,2/8/2017 7:20,Standard Class,5,4,Late delivery,1
52350,2/5/2017 4:11,First Class,2,1,Late delivery,1
52290,2/8/2017 7:09,Second Class,6,2,Late delivery,1
46921,11/17/2016 22:09,First Class,2,1,Late delivery,1
45445,10/27/2016 9:03,First Class,2,1,Late delivery,1
45575,10/29/2016 6:36,First Class,2,1,Late delivery,1
50395,1/7/2017 15:15,First Class,2,1,Late delivery,1
42019,9/7/2016 8:46,First Class,2,1,Late delivery,1
49048,12/18/2016 23:20,First Class,2,1,Late delivery,1
45592,10/29/2016 12:33,First Class,2,1,Late delivery,1
42930,9/20/2016 15:56,First Class,2,1,Late delivery,1
49703,12/28/2016 12:49,First Class,2,1,Late delivery,1
70951,11/3/2017 16:56,First Class,2,1,Late delivery,1
69449,10/12/2017 18:43,First Class,2,1,Late delivery,1
69448,10/12/2017 18:22,First Class,2,1,Late delivery,1
69445,10/12/2017 17:19,First Class,2,1,Late delivery,1
69786,10/17/2017 16:47,First Class,2,1,Late delivery,1
69821,10/18/2017 5:03,First Class,2,1,Late delivery,1
70639,10/30/2017 3:38,First Class,2,1,Late delivery,1
69831,10/18/2017 8:33,First Class,2,1,Late delivery,1
68632,9/30/2017 20:29,First Class,2,1,Late delivery,1
65618,8/17/2017 20:33,First Class,2,1,Late delivery,1
64189,7/27/2017 23:54,First Class,2,1,Late delivery,1
19479,10/14/2015 8:00,First Class,2,1,Late delivery,1
67708,9/17/2017 8:46,First Class,2,1,Late delivery,1
12675,7/7/2015 0:16,First Class,2,1,Late delivery,1
67520,9/14/2017 14:54,First Class,2,1,Late delivery,1
65876,8/21/2017 14:56,First Class,2,1,Late delivery,1
70488,10/27/2017 22:44,First Class,2,1,Late delivery,1
17709,9/18/2015 11:54,First Class,2,1,Late delivery,1
13913,7/25/2015 1:59,First Class,2,1,Late delivery,1
70180,10/23/2017 10:49,First Class,2,1,Late delivery,1
65874,8/21/2017 14:14,First Class,2,1,Late delivery,1
11500,6/19/2015 20:36,First Class,2,1,Late delivery,1
17460,9/14/2015 20:39,First Class,2,1,Late delivery,1
18660,10/2/2015 9:04,First Class,2,1,Late delivery,1
10560,6/6/2015 3:17,First Class,2,1,Late delivery,1
70048,10/21/2017 12:35,First Class,2,1,Late delivery,1
14047,7/27/2015 0:56,First Class,2,1,Late delivery,1
68152,9/23/2017 20:19,First Class,2,1,Late delivery,1
18345,9/27/2015 18:43,First Class,2,1,Late delivery,1
19911,10/20/2015 15:21,First Class,2,1,Late delivery,1
41299,8/27/2016 20:31,First Class,2,1,Late delivery,1
18026,9/23/2015 2:57,First Class,2,1,Late delivery,1
61758,6/22/2017 12:13,First Class,2,1,Late delivery,1
42294,9/11/2016 9:07,First Class,2,1,Late delivery,1
20077,10/23/2015 1:31,First Class,2,1,Late delivery,1
19794,10/18/2015 22:22,First Class,2,1,Late delivery,1
13524,7/19/2015 9:42,First Class,2,1,Late delivery,1
48521,12/11/2016 6:43,First Class,2,1,Late delivery,1
70023,10/21/2017 3:49,First Class,2,1,Late delivery,1
15122,8/11/2015 17:33,First Class,2,1,Late delivery,1
66448,8/29/2017 23:20,First Class,2,1,Late delivery,1
63834,7/22/2017 19:32,First Class,2,1,Late delivery,1
70382,10/26/2017 9:35,First Class,2,1,Late delivery,1
19478,10/14/2015 7:39,First Class,2,1,Late delivery,1
17720,9/18/2015 15:45,First Class,2,1,Late delivery,1
66087,8/24/2017 16:52,First Class,2,1,Late delivery,1
65780,8/20/2017 5:18,First Class,2,1,Late delivery,1
63047,7/11/2017 7:49,First Class,2,1,Late delivery,1
17080,9/9/2015 7:32,First Class,2,1,Late delivery,1
65359,8/14/2017 1:49,First Class,2,1,Late delivery,1
15585,8/18/2015 11:46,First Class,2,1,Late delivery,1
62666,7/5/2017 18:20,First Class,2,1,Late delivery,1
68773,10/2/2017 21:53,First Class,2,1,Late delivery,1
65285,8/12/2017 23:53,First Class,2,1,Late delivery,1
68399,9/27/2017 10:51,First Class,2,1,Late delivery,1
15292,8/14/2015 5:07,First Class,2,1,Late delivery,1
62231,6/29/2017 9:56,First Class,2,1,Late delivery,1
13911,7/25/2015 1:17,First Class,2,1,Late delivery,1
19722,10/17/2015 21:08,First Class,2,1,Late delivery,1
19754,10/18/2015 8:21,First Class,2,1,Late delivery,1
14261,7/30/2015 3:54,First Class,2,1,Late delivery,1
48331,12/8/2016 12:09,First Class,2,1,Late delivery,1
16513,9/1/2015 0:53,First Class,2,1,Late delivery,1
16087,8/25/2015 19:38,First Class,2,1,Late delivery,1
15166,8/12/2015 8:58,First Class,2,1,Late delivery,1
11369,6/17/2015 22:43,First Class,2,1,Late delivery,1
69095,10/7/2017 14:42,First Class,2,1,Late delivery,1
69144,10/8/2017 7:52,First Class,2,1,Late delivery,1
71433,11/10/2017 17:48,First Class,2,1,Late delivery,1
71466,11/11/2017 5:22,First Class,2,1,Late delivery,1
7321,4/19/2015 20:31,First Class,2,1,Late delivery,1
53421,2/20/2017 19:24,First Class,2,1,Late delivery,1
56954,4/13/2017 9:10,First Class,2,1,Late delivery,1
10218,6/1/2015 3:28,First Class,2,1,Late delivery,1
60059,5/28/2017 16:59,First Class,2,1,Late delivery,1
6364,4/5/2015 21:14,First Class,2,1,Late delivery,1
60495,6/4/2017 1:44,First Class,2,1,Late delivery,1
6572,4/8/2015 22:06,First Class,2,1,Late delivery,1
53813,2/26/2017 12:44,First Class,2,1,Late delivery,1
54511,3/8/2017 17:16,First Class,2,1,Late delivery,1
3874,2/28/2015 12:53,First Class,2,1,Late delivery,1
1431,1/23/2015 20:59,First Class,2,1,Late delivery,1
58059,4/29/2017 12:18,First Class,2,1,Late delivery,1
5514,3/24/2015 11:26,First Class,2,1,Late delivery,1
6983,4/14/2015 22:06,First Class,2,1,Late delivery,1
8605,5/8/2015 14:21,First Class,2,1,Late delivery,1
59467,5/20/2017 1:35,First Class,2,1,Late delivery,1
58307,5/3/2017 3:11,First Class,2,1,Late delivery,1
3609,2/24/2015 16:02,First Class,2,1,Late delivery,1
59753,5/24/2017 5:47,First Class,2,1,Late delivery,1
5488,3/24/2015 2:20,First Class,2,1,Late delivery,1
51393,1/22/2017 4:54,First Class,2,1,Late delivery,1
54626,3/10/2017 9:34,First Class,2,1,Late delivery,1
9497,5/21/2015 14:52,First Class,2,1,Late delivery,1
58482,5/5/2017 16:29,First Class,2,1,Late delivery,1
57516,4/21/2017 14:03,First Class,2,1,Late delivery,1
3287,2/19/2015 23:13,First Class,2,1,Late delivery,1
61313,6/16/2017 0:19,First Class,2,1,Late delivery,1
2317,2/5/2015 19:23,First Class,2,1,Late delivery,1
54201,3/4/2017 4:40,First Class,2,1,Late delivery,1
4009,3/2/2015 12:10,First Class,2,1,Late delivery,1
7022,4/15/2015 11:46,First Class,2,1,Late delivery,1
52958,2/14/2017 1:11,First Class,2,1,Late delivery,1
7948,4/29/2015 0:11,First Class,2,1,Late delivery,1
5356,3/22/2015 4:05,First Class,2,1,Late delivery,1
4986,3/16/2015 18:28,First Class,2,1,Late delivery,1
53205,2/17/2017 15:43,First Class,2,1,Late delivery,1
53423,2/20/2017 20:06,First Class,2,1,Late delivery,1
3326,2/20/2015 12:53,First Class,2,1,Late delivery,1
1071,1/18/2015 14:52,First Class,2,1,Late delivery,1
4129,3/4/2015 6:13,First Class,2,1,Late delivery,1
4669,3/12/2015 3:24,First Class,2,1,Late delivery,1
10239,6/1/2015 10:49,First Class,2,1,Late delivery,1
5969,3/31/2015 2:51,First Class,2,1,Late delivery,1
4268,3/6/2015 6:55,First Class,2,1,Late delivery,1
5394,3/22/2015 17:24,First Class,2,1,Late delivery,1
3187,2/18/2015 12:11,First Class,2,1,Late delivery,1
61340,6/16/2017 9:47,First Class,2,1,Late delivery,1
5573,3/25/2015 8:07,First Class,2,1,Late delivery,1
7229,4/18/2015 12:17,First Class,2,1,Late delivery,1
58130,4/30/2017 13:10,First Class,2,1,Late delivery,1
384,1/8/2015 14:10,First Class,2,1,Late delivery,1
60520,6/4/2017 10:30,First Class,2,1,Late delivery,1
60446,6/3/2017 8:34,First Class,2,1,Late delivery,1
8112,5/1/2015 9:38,First Class,2,1,Late delivery,1
9467,5/21/2015 4:21,First Class,2,1,Late delivery,1
6807,4/12/2015 8:26,First Class,2,1,Late delivery,1
6077,4/1/2015 16:41,First Class,2,1,Late delivery,1
55601,3/24/2017 15:09,First Class,2,1,Late delivery,1
59961,5/27/2017 6:39,First Class,2,1,Late delivery,1
61024,6/11/2017 19:04,First Class,2,1,Late delivery,1
7049,4/15/2015 21:13,First Class,2,1,Late delivery,1
57291,4/18/2017 7:14,First Class,2,1,Late delivery,1
74614,12/27/2017 4:15,First Class,2,1,Late delivery,1
74336,12/23/2017 2:51,First Class,2,1,Late delivery,1
73072,12/4/2017 16:01,First Class,2,1,Late delivery,1
75531,1/9/2018 13:31,First Class,2,1,Late delivery,1
75612,1/10/2018 17:54,First Class,2,1,Late delivery,1
72987,12/3/2017 10:14,First Class,2,1,Late delivery,1
72274,11/23/2017 0:27,First Class,2,1,Late delivery,1
25591,1/11/2016 13:19,First Class,2,1,Late delivery,1
22394,11/25/2015 21:15,First Class,2,1,Late delivery,1
23489,12/11/2015 20:53,First Class,2,1,Late delivery,1
28712,2/26/2016 2:44,First Class,2,1,Late delivery,1
24320,12/24/2015 0:01,First Class,2,1,Late delivery,1
22778,12/1/2015 11:47,First Class,2,1,Late delivery,1
21647,11/14/2015 23:33,First Class,2,1,Late delivery,1
74164,12/20/2017 14:36,First Class,2,1,Late delivery,1
76942,1/30/2018 3:51,First Class,2,1,Late delivery,1
74959,1/1/2018 5:07,First Class,2,1,Late delivery,1
22061,11/21/2015 0:36,First Class,2,1,Late delivery,1
28933,2/29/2016 8:10,First Class,2,1,Late delivery,1
27329,2/5/2016 22:12,First Class,2,1,Late delivery,1
44631,10/15/2016 11:52,First Class,2,1,Late delivery,1
24361,12/24/2015 14:23,First Class,2,1,Late delivery,1
25309,1/7/2016 10:31,First Class,2,1,Late delivery,1
28320,2/20/2016 9:24,First Class,2,1,Late delivery,1
25558,1/11/2016 1:45,First Class,2,1,Late delivery,1
73763,12/14/2017 18:06,First Class,2,1,Late delivery,1
23419,12/10/2015 20:22,First Class,2,1,Late delivery,1
73886,12/16/2017 13:12,First Class,2,1,Late delivery,1
27255,2/4/2016 20:17,First Class,2,1,Late delivery,1
72364,11/24/2017 7:58,First Class,2,1,Late delivery,1
50728,1/12/2017 11:55,First Class,2,1,Late delivery,1
74858,12/30/2017 17:44,First Class,2,1,Late delivery,1
24214,12/22/2015 10:53,First Class,2,1,Late delivery,1
21494,11/12/2015 17:57,First Class,2,1,Late delivery,1
28076,2/16/2016 19:55,First Class,2,1,Late delivery,1
25863,1/15/2016 12:36,First Class,2,1,Late delivery,1
71800,11/16/2017 2:23,First Class,2,1,Late delivery,1
72029,11/19/2017 10:37,First Class,2,1,Late delivery,1
47051,11/19/2016 19:42,First Class,2,1,Late delivery,1
25115,1/4/2016 14:33,First Class,2,1,Late delivery,1
22515,11/27/2015 15:39,First Class,2,1,Late delivery,1
28692,2/25/2016 19:44,First Class,2,1,Late delivery,1
22171,11/22/2015 15:08,First Class,2,1,Late delivery,1
27027,2/1/2016 12:24,First Class,2,1,Late delivery,1
25900,1/16/2016 1:34,First Class,2,1,Late delivery,1
27311,2/5/2016 15:54,First Class,2,1,Late delivery,1
24170,12/21/2015 19:28,First Class,2,1,Late delivery,1
22211,11/23/2015 5:09,First Class,2,1,Late delivery,1
27013,2/1/2016 7:30,First Class,2,1,Late delivery,1
22423,11/26/2015 7:25,First Class,2,1,Late delivery,1
21980,11/19/2015 20:13,First Class,2,1,Late delivery,1
22642,11/29/2015 12:09,First Class,2,1,Late delivery,1
74019,12/18/2017 11:48,First Class,2,1,Late delivery,1
76402,1/22/2018 6:40,First Class,2,1,Late delivery,1
73602,12/12/2017 9:42,First Class,2,1,Late delivery,1
75429,1/8/2018 1:47,First Class,2,1,Late delivery,1
73524,12/11/2017 6:22,First Class,2,1,Late delivery,1
75477,1/8/2018 18:36,First Class,2,1,Late delivery,1
76807,1/28/2018 4:33,First Class,2,1,Late delivery,1
73628,12/12/2017 18:49,First Class,2,1,Late delivery,1
31975,4/13/2016 17:54,First Class,2,1,Late delivery,1
32978,4/28/2016 9:18,First Class,2,1,Late delivery,1
37171,6/28/2016 14:18,First Class,2,1,Late delivery,1
32790,4/25/2016 15:26,First Class,2,1,Late delivery,1
36517,6/19/2016 1:10,First Class,2,1,Late delivery,1
32051,4/14/2016 20:32,First Class,2,1,Late delivery,1
39664,8/3/2016 23:42,First Class,2,1,Late delivery,1
39737,8/5/2016 1:17,First Class,2,1,Late delivery,1
33097,4/30/2016 3:00,First Class,2,1,Late delivery,1
40242,8/12/2016 10:12,First Class,2,1,Late delivery,1
35455,6/3/2016 13:06,First Class,2,1,Late delivery,1
34678,5/23/2016 4:53,First Class,2,1,Late delivery,1
43099,9/23/2016 3:08,First Class,2,1,Late delivery,1
31490,4/6/2016 15:59,First Class,2,1,Late delivery,1
37390,7/1/2016 19:01,First Class,2,1,Late delivery,1
39483,8/1/2016 8:18,First Class,2,1,Late delivery,1
32126,4/15/2016 22:49,First Class,2,1,Late delivery,1
35637,6/6/2016 4:52,First Class,2,1,Late delivery,1
35021,5/28/2016 5:03,First Class,2,1,Late delivery,1
39804,8/6/2016 0:45,First Class,2,1,Late delivery,1
37313,6/30/2016 16:03,First Class,2,1,Late delivery,1
31458,4/6/2016 4:47,First Class,2,1,Late delivery,1
31574,4/7/2016 21:25,First Class,2,1,Late delivery,1
34687,5/23/2016 8:03,First Class,2,1,Late delivery,1
34014,5/13/2016 12:16,First Class,2,1,Late delivery,1
34368,5/18/2016 16:17,First Class,2,1,Late delivery,1
32213,4/17/2016 5:17,First Class,2,1,Late delivery,1
32625,4/23/2016 5:38,First Class,2,1,Late delivery,1
34048,5/14/2016 0:10,First Class,2,1,Late delivery,1
41702,9/2/2016 17:43,First Class,2,1,Late delivery,1
48169,12/6/2016 3:23,First Class,2,1,Late delivery,1
45464,10/27/2016 15:42,First Class,2,1,Late delivery,1
44203,10/9/2016 5:55,First Class,2,1,Late delivery,1
45351,10/26/2016 0:07,First Class,2,1,Late delivery,1
63311,7/15/2017 4:18,First Class,2,1,Late delivery,1
59373,5/18/2017 16:39,First Class,2,1,Late delivery,1
5122,3/18/2015 18:06,First Class,2,1,Late delivery,1
54589,3/9/2017 20:36,First Class,2,1,Late delivery,1
52672,2/9/2017 20:59,First Class,2,1,Late delivery,1
3113,2/17/2015 10:16,First Class,2,1,Late delivery,1
30637,3/25/2016 5:09,First Class,2,1,Late delivery,1
30938,3/29/2016 14:36,First Class,2,1,Late delivery,1
28760,2/26/2016 19:33,First Class,2,1,Late delivery,1
45721,10/31/2016 9:45,First Class,2,1,Late delivery,1
39105,7/26/2016 19:52,First Class,2,1,Late delivery,1
31927,4/13/2016 1:05,First Class,2,1,Late delivery,1
35262,5/31/2016 17:29,First Class,2,1,Late delivery,1
36933,6/25/2016 2:55,First Class,2,1,Late delivery,1
31743,4/10/2016 8:38,First Class,2,1,Late delivery,1
49736,12/29/2016 0:23,First Class,2,1,Late delivery,1
67407,9/12/2017 23:19,First Class,2,1,Late delivery,1
17043,9/8/2015 18:34,First Class,2,1,Late delivery,1
62951,7/9/2017 22:11,First Class,2,1,Late delivery,1
13468,7/18/2015 14:05,First Class,2,1,Late delivery,1
55101,3/17/2017 7:59,First Class,2,1,Late delivery,1
57749,4/24/2017 23:41,First Class,2,1,Late delivery,1
57686,4/24/2017 1:37,First Class,2,1,Late delivery,1
59374,5/18/2017 17:00,First Class,2,1,Late delivery,1
48453,12/12/2016 6:53,Standard Class,4,4,Shipping on time,0
74840,1/3/2018 11:26,Standard Class,6,4,Late delivery,1
30866,3/28/2016 13:23,Standard Class,2,4,Advance shipping,0
22078,11/23/2015 6:33,Standard Class,4,4,Shipping on time,0
74391,12/23/2017 22:07,Standard Class,2,4,Advance shipping,0
76966,1/30/2018 12:16,Standard Class,2,4,Advance shipping,0
46505,11/15/2016 20:25,Standard Class,6,4,Late delivery,1
30334,3/23/2016 19:00,Standard Class,5,4,Late delivery,1
24253,12/25/2015 0:33,Standard Class,4,4,Shipping on time,0
45300,10/29/2016 6:15,Standard Class,6,4,Late delivery,1
46332,11/10/2016 7:48,Standard Class,3,4,Advance shipping,0
22412,11/27/2015 3:34,Standard Class,3,4,Advance shipping,0
22081,11/21/2015 7:36,Standard Class,2,4,Advance shipping,0
50910,1/19/2017 3:41,Standard Class,6,4,Late delivery,1
43190,9/28/2016 11:01,Standard Class,6,4,Late delivery,1
22676,11/30/2015 0:03,Standard Class,2,4,Advance shipping,0
